47.3889271,8.478185,7.70918925108163
47.407563,8.495848,5.66316529856138
47.3743858,8.512136,5.60346120187891
47.388745,8.539021,5.43089182653643
47.420659,8.54881,5.4194417258028
47.411529,8.544115,5.33929102066743
47.4199674,8.50653,5.10701754864248
47.375999,8.489164,4.6961770294622
47.3394539,8.5301085,4.25071358663501
47.3955405,8.5244999,4.21091085551336
47.3612774,8.5155194,4.08141566864499
47.3824484,8.5100039,3.46638168638174
47.3976,8.5818199,3.07108058962566
47.3796529,8.5277427,2.82653915252897
47.359495,8.506618,2.82435818096066
47.4003574,8.5692895,2.81399856601119
47.369002,8.554092,2.75347660499061
47.35809,8.58828,2.68913794372548
47.3840934,8.5297634,2.64170181211475
47.389177,8.5554935,2.58826800869117
47.364099,8.530805,2.2832046105739
47.376915,8.560069,1.99695209223329
47.3625569,8.5742355,1.86991049837927
47.4105364,8.5655309,1.83392446750216
47.363854,8.5518247,1.52040980455769
47.3557164,8.5560024,1.34211537884839
47.333197,8.518673,1.32684857787023
47.3553725,8.5693686,1.3203056631653
47.3718769,8.5273661,1.05722596773798
47.371535,8.54278,0.839946675245155
47.390003,8.521461,0.743438683347464
47.372477,8.540789,0.25899037373674
47.3745724,8.5363926,0.230637743348718
47.370478,8.5488255,0.189471904996878
